com.google.javascript.jscomp.DefaultPassConfig:getCodeRemovingPasses()Ljava/util/List; CleanFix
com.google.javascript.jscomp.NameAnalyzer:calculateReferences()V NoneFix
com.google.javascript.jscomp.NameAnalyzer:createName(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.NameAnalyzer:createNameInformation(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/jscomp/NameAnalyzer$NameInformation; NoneFix
com.google.javascript.jscomp.NameAnalyzer:createNameInformation(Ljava/lang/String;Lcom/google/javascript/jscomp/Scope;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/jscomp/NameAnalyzer$NameInformation; NoneFix
com.google.javascript.jscomp.NameAnalyzer:getName(Ljava/lang/String;Z)Lcom/google/javascript/jscomp/NameAnalyzer$JsName; NoneFix
com.google.javascript.jscomp.NameAnalyzer:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NameAnalyzer:referenceAliases()V NoneFix
com.google.javascript.jscomp.NameAnalyzer:referenceParentNames()V NoneFix
com.google.javascript.jscomp.NameAnalyzer:removeUnreferenced()V NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$900(Lcom/google/javascript/jscomp/parsing/IRFactory;ILcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil:isSimpleOperatorType(I)Z NoneFix
com.google.javascript.jscomp.GlobalNamespace:getNameForest()Ljava/util/List; NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder:getSimplifiedName(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NoneFix
com.google.javascript.rhino.JSDocInfo:setNoSideEffects(Z)V NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:recordNoSideEffects()Z NoneFix
com.google.javascript.rhino.Node:getQualifiedName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.NodeTraversal:getEnclosingFunction()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.JSDocInfo:hasModifies()Z NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:hasAnySingletonSideEffectTags()Z NoneFix
com.google.javascript.rhino.JSDocInfo:isNoSideEffects()Z NoneFix
com.google.javascript.jscomp.AbstractPeepholeOptimization:<init>()V NoneFix
com.google.javascript.jscomp.AbstractPeepholeOptimization:endTraversal(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.PeepholeOptimizationsPass:beginTraversal(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.PeepholeOptimizationsPass:endTraversal(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.PeepholeOptimizationsPass:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:nodeTypeMayHaveSideEffects(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/AbstractCompiler;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:isVarOrSimpleAssignLhs(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:addDeclaredName(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:getUniqueName(Ljava/lang/String;I)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:stripConstIfReplaced()Z NoneFix
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:computeFixedPoint(Lcom/google/javascript/jscomp/graph/DiGraph;Ljava/util/Set;)V NoneFix
com.google.javascript.jscomp.FunctionInjector:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/common/base/Supplier;ZZ)V NoneFix
com.google.javascript.jscomp.GlobalNamespace:getNameIndex()Ljava/util/Map; NoneFix
com.google.javascript.jscomp.GlobalNamespace:getTopVarName(Ljava/lang/String;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.GlobalNamespace:isGlobalNameReference(Ljava/lang/String;Lcom/google/javascript/jscomp/Scope;)Z NoneFix
com.google.javascript.jscomp.GlobalNamespace:isGlobalVarReference(Ljava/lang/String;Lcom/google/javascript/jscomp/Scope;)Z NoneFix
com.google.javascript.jscomp.Compiler:initCompilerOptionsIfTesting()V NoneFix
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.GlobalNamespace:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.GlobalNamespace:ensureGenerated()V NoneFix
com.google.javascript.jscomp.GlobalNamespace:process()V NoneFix
com.google.javascript.jscomp.CodeGenerator:jsString(Ljava/lang/String;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.NodeUtil:isExprAssign(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:computeFixedPoint(Lcom/google/javascript/jscomp/graph/DiGraph;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder$DefinitionGatheringCallback:jsdocContainsDeclarations(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:getReplacementName(Ljava/lang/String;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CodeGenerator:add(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodeGenerator$Context;)V NoneFix
com.google.javascript.jscomp.DiagnosticType:hashCode()I NoneFix
com.google.javascript.jscomp.CodeGenerator:addJsString(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.CodeGenerator:strEscape(Ljava/lang/String;CLjava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/nio/charset/CharsetEncoder;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.Compiler:addToDebugLog(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.NodeUtil:functionCallHasSideEffects(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/AbstractCompiler;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:isVar(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.Compiler:getUniqueNameIdSupplier()Lcom/google/common/base/Supplier; NoneFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:annotateCalls(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:getScopeRoot()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover:getDefinition(Lcom/google/javascript/rhino/Node;Z)Lcom/google/javascript/jscomp/DefinitionsRemover$Definition; NoneFix
com.google.javascript.jscomp.NodeTraversal$AbstractShallowCallback:<init>()V NoneFix
com.google.javascript.jscomp.NodeTraversal$AbstractShallowCallback:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:createWithoutAnnotations()Lcom/google/javascript/jscomp/graph/LinkedDirectedGraph; NoneFix
com.google.javascript.jscomp.Normalize$PropagateConstantAnnotationsOverVars:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder:getDefinitionsReferencedAt(Lcom/google/javascript/rhino/Node;)Ljava/util/Collection; NoneFix
com.google.javascript.jscomp.NodeUtil:isExprCall(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.Compiler:getModuleGraph()Lcom/google/javascript/jscomp/JSModuleGraph; NoneFix
com.google.javascript.jscomp.SuppressDocWarningsGuard:level(Lcom/google/javascript/jscomp/JSError;)Lcom/google/javascript/jscomp/CheckLevel; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$AssignmentDefinition:getRValue()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.Scope$Var:hashCode()I NoneFix
com.google.javascript.jscomp.DefinitionsRemover$AssignmentDefinition:getLValue()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$AssignmentDefinition:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:moveNamedFunctions(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:handleStmtList(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:isForIn(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.DefinitionsRemover$NamedFunctionDefinition:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.DefinitionsRemover$FunctionDefinition:getLValue()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$FunctionDefinition:getRValue()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:isNoSideEffectsCall()Z NoneFix
com.google.javascript.jscomp.DefinitionsRemover$FunctionDefinition:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.rhino.Node:areBitFlagsSet(II)Z NoneFix
com.google.javascript.rhino.Node:getSideEffectFlags()I NoneFix
com.google.javascript.jscomp.ComposeWarningsGuard:enables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getNodes()Ljava/util/Collection; NoneFix
com.google.javascript.jscomp.Scope$Var:isGlobal()Z NoneFix
com.google.javascript.jscomp.Compiler:parseTestCode(Ljava/lang/String;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DiagnosticGroupWarningsGuard:disables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NoneFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.JSDocInfo:isJavaDispatch()Z NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:incrementNameCount(Ljava/lang/String;)I NoneFix
com.google.javascript.jscomp.NodeUtil:isGet(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.parsing.IRFactory:<init>(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/StaticSourceFile;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/jscomp/mozilla/rhino/ErrorReporter;)V NoneFix
com.google.javascript.jscomp.NodeUtil:isNew(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node:replaceChild(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:getCompiler()Lcom/google/javascript/jscomp/Compiler; NoneFix
com.google.javascript.jscomp.NodeUtil:isConstantByConvention(Lcom/google/javascript/jscomp/CodingConvention;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:findDeclaredNames(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/MakeDeclaredNamesUnique$Renamer;)V NoneFix
com.google.javascript.jscomp.DefinitionsRemover$IncompleteDefinition:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis$1:compare(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)I NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:access$000(Lcom/google/javascript/jscomp/ControlFlowAnalysis;)Ljava/util/Map; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:prioritizeFromEntryNode(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)V NoneFix
com.google.javascript.jscomp.DefinitionSite:<init>(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/DefinitionsRemover$Definition;Lcom/google/javascript/jscomp/JSModule;ZZ)V NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator:scanRoot(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/Scope;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder$UseSiteGatheringCallback:<init>(Lcom/google/javascript/jscomp/SimpleDefinitionFinder;Lcom/google/javascript/jscomp/SimpleDefinitionFinder$1;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder$UseSiteGatheringCallback:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:isCall(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.Scope$Var:isExtern()Z NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processVariableDeclaration(Lcom/google/javascript/jscomp/mozilla/rhino/ast/VariableDeclaration;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processVariableInitializer(Lcom/google/javascript/jscomp/mozilla/rhino/ast/VariableInitializer;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil:isGetProp(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:isImmutableValue(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.BasicErrorManager:report(Lcom/google/javascript/jscomp/CheckLevel;Lcom/google/javascript/jscomp/JSError;)V NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:doStatementNormalizations(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:normalizeFunctionDeclaration(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DefaultCodingConvention:isExported(Ljava/lang/String;)Z NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:<init>(Lcom/google/common/collect/Multiset;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:forChildScope()Lcom/google/javascript/jscomp/MakeDeclaredNamesUnique$Renamer; NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node:copyInformationFrom(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:putProp(ILjava/lang/Object;)V NoneFix
com.google.javascript.rhino.JSDocInfo:isConstant()Z NoneFix
com.google.javascript.jscomp.AstValidator:validateParameters(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:addChildToFront(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:getModule()Lcom/google/javascript/jscomp/JSModule; NoneFix
com.google.javascript.rhino.Node:removeChild(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DefaultCodingConvention:isExported(Ljava/lang/String;Z)Z NoneFix
com.google.javascript.jscomp.NodeUtil:isAssign(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node:<init>(ILcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.JSError:<init>(Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/DiagnosticType;[Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:splitVarDeclarations(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.BasicErrorManager:toArray(Lcom/google/javascript/jscomp/CheckLevel;)[Lcom/google/javascript/jscomp/JSError; NoneFix
com.google.javascript.jscomp.Scope$Var:getName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.NodeUtil:getFunctionJSDocInfo(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.CompilerInput:getModule()Lcom/google/javascript/jscomp/JSModule; NoneFix
com.google.javascript.rhino.Node:getChildBefore(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator:compare(Lcom/google/javascript/jscomp/BasicErrorManager$ErrorWithLevel;Lcom/google/javascript/jscomp/BasicErrorManager$ErrorWithLevel;)I NoneFix
com.google.javascript.jscomp.JSError:getCharno()I NoneFix
com.google.javascript.jscomp.AstValidator:validateExpression(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$DuplicateDeclarationHandler:<init>(Lcom/google/javascript/jscomp/Normalize;Lcom/google/javascript/jscomp/Normalize$1;)V NoneFix
com.google.javascript.jscomp.Normalize$PropagateConstantAnnotationsOverVars:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NoneFix
com.google.javascript.jscomp.Normalize$PropagateConstantAnnotationsOverVars:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$ScopeTicklingCallback:<init>(Lcom/google/javascript/jscomp/Normalize;Lcom/google/javascript/jscomp/Normalize$1;)V NoneFix
com.google.javascript.jscomp.Normalize$ScopeTicklingCallback:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.Normalize$ScopeTicklingCallback:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.Normalize$ScopeTicklingCallback:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize:removeDuplicateDeclarations(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:reserveName(Ljava/lang/String;)V NoneFix
com.google.javascript.rhino.Node:getProp(I)Ljava/lang/Object; NoneFix
com.google.javascript.jscomp.PrepareAst:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node$IntPropListItem:chain(Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem; NoneFix
com.google.javascript.rhino.Node:removeProp(Lcom/google/javascript/rhino/Node$PropListItem;I)Lcom/google/javascript/rhino/Node$PropListItem; NoneFix
com.google.javascript.jscomp.Compiler:newTracer(Ljava/lang/String;)Lcom/google/javascript/jscomp/Tracer; NoneFix
com.google.javascript.jscomp.Compiler:stopTracer(Lcom/google/javascript/jscomp/Tracer;Ljava/lang/String;)V NoneFix
com.google.javascript.rhino.Node:removeProp(I)V NoneFix
com.google.javascript.jscomp.Compiler:acceptConstKeyword()Z NoneFix
com.google.javascript.jscomp.Tracer$1:currentTimeMillis()J NoneFix
com.google.javascript.jscomp.Tracer$ThreadTrace:isInitialized()Z NoneFix
com.google.javascript.jscomp.NodeTraversal:traverseRoots([Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:getSourceFileName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.Compiler:getCodingConvention()Lcom/google/javascript/jscomp/CodingConvention; NoneFix
com.google.javascript.jscomp.NodeTraversal:popScope()V NoneFix
com.google.javascript.jscomp.NodeTraversal:pushScope(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.AstValidator:validateFunctionExpression(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator$DefaultRedeclarationHandler:<init>(Lcom/google/javascript/jscomp/SyntacticScopeCreator;Lcom/google/javascript/jscomp/SyntacticScopeCreator$1;)V NoneFix
com.google.javascript.jscomp.SourceFile$Preloaded:<init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.SourceFile:access$000(Lcom/google/javascript/jscomp/SourceFile;Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.AbstractCompiler$LifeCycleStage:isNormalizedObfuscated()Z NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:annotateConstantsByConvention(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DiagnosticType:equals(Ljava/lang/Object;)Z NoneFix
com.google.javascript.jscomp.WarningsGuard:getPriority()I NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:getReplacementName(Ljava/lang/String;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:<init>()V NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:extractForInitializer(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.ComposeWarningsGuard:addGuard(Lcom/google/javascript/jscomp/WarningsGuard;)V NoneFix
com.google.javascript.jscomp.DiagnosticGroups:getRegisteredGroups()Ljava/util/Map; NoneFix
com.google.javascript.jscomp.SuppressDocWarningsGuard:getPriority()I NoneFix
com.google.javascript.jscomp.CompilerOptions:<init>()V NoneFix
com.google.javascript.jscomp.DiagnosticGroups:<init>()V NoneFix
com.google.javascript.jscomp.WarningsGuard:<init>()V NoneFix
com.google.javascript.jscomp.Compiler$3:<init>(Lcom/google/javascript/jscomp/Compiler;Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.PassFactory:<init>(Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter$NewRhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter$NewRhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/RhinoErrorReporter$1;)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter$OldRhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter$OldRhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/RhinoErrorReporter$1;)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/RhinoErrorReporter$1;)V NoneFix
com.google.javascript.rhino.Node:isEquivalentTo(Lcom/google/javascript/rhino/Node;ZZ)Z NoneFix
com.google.javascript.jscomp.AbstractMessageFormatter:setColorize(Z)V NoneFix
com.google.javascript.jscomp.DefaultCodingConvention:<init>()V NoneFix
com.google.javascript.rhino.Node$AbstractPropListItem:getNext()Lcom/google/javascript/rhino/Node$PropListItem; NoneFix
com.google.javascript.jscomp.Scope$Var:getJSDocInfo()Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:<init>(Lcom/google/javascript/jscomp/MakeDeclaredNamesUnique$Renamer;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory:handleJsDoc(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstNode;)Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transform(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstNode;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transformTree(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstRoot;Lcom/google/javascript/rhino/jstype/StaticSourceFile;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/jscomp/mozilla/rhino/ErrorReporter;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:<init>()V NoneFix
com.google.javascript.rhino.Node:setJSDocInfo(Lcom/google/javascript/rhino/JSDocInfo;)V NoneFix
com.google.javascript.rhino.Context:getCurrentContext()Lcom/google/javascript/rhino/Context; NoneFix
com.google.javascript.jscomp.NodeUtil:isName(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node:getLineno()I NoneFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:normalizeObjectLiteralAnnotations(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DiagnosticGroup:matches(Lcom/google/javascript/jscomp/JSError;)Z NoneFix
com.google.javascript.jscomp.DiagnosticGroupWarningsGuard:level(Lcom/google/javascript/jscomp/JSError;)Lcom/google/javascript/jscomp/CheckLevel; NoneFix
com.google.javascript.jscomp.JSError:getType()Lcom/google/javascript/jscomp/DiagnosticType; NoneFix
com.google.javascript.rhino.Node:clonePropsFrom(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.AbstractCompiler:getLifeCycleStage()Lcom/google/javascript/jscomp/AbstractCompiler$LifeCycleStage; NoneFix
com.google.javascript.rhino.Node:setStaticSourceFile(Lcom/google/javascript/rhino/jstype/StaticSourceFile;)V NoneFix
com.google.javascript.jscomp.JSError:<init>(Ljava/lang/String;Lcom/google/javascript/rhino/Node;IILcom/google/javascript/jscomp/DiagnosticType;Lcom/google/javascript/jscomp/CheckLevel;[Ljava/lang/String;)V NoneFix
