com.google.javascript.jscomp.FunctionInjector:canInlineReferenceDirectly(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/jscomp/FunctionInjector$CanInlineResult; CleanFix
com.google.javascript.jscomp.NodeUtil:has(Lcom/google/javascript/rhino/Node;Lcom/google/common/base/Predicate;Lcom/google/common/base/Predicate;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:visitPostOrder(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/NodeUtil$Visitor;Lcom/google/common/base/Predicate;)V NoneFix
com.google.javascript.jscomp.InlineFunctions$FindCandidateFunctions:findNamedFunctions(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil$MatchDeclaration:apply(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:newUndefinedNode(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$FunctionArgumentDefinition:<init>(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.DefinitionsRemover:getDefinition(Lcom/google/javascript/rhino/Node;Z)Lcom/google/javascript/jscomp/DefinitionsRemover$Definition; NoneFix
com.google.javascript.jscomp.InlineFunctions$NamedFunction:remove()V NoneFix
com.google.javascript.jscomp.InlineFunctions$FindCandidateFunctions:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:getNameReferenceCount(Lcom/google/javascript/rhino/Node;Ljava/lang/String;)I NoneFix
com.google.javascript.jscomp.ExpressionDecomposer:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/common/base/Supplier;Ljava/util/Set;)V NoneFix
com.google.javascript.rhino.IR:voidNode(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.IR:unaryOp(ILcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.InlineFunctions$FunctionVar:remove()V NoneFix
com.google.javascript.jscomp.Compiler$5:get()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.Compiler:nextUniqueNameId()I NoneFix
com.google.javascript.jscomp.FunctionInjector:isSupportedCallType(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:newExpr(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil:isLoopStructure(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:isObjectCallMethod(Lcom/google/javascript/rhino/Node;Ljava/lang/String;)Z NoneFix
com.google.javascript.jscomp.NodeUtil$MatchShallowStatement:apply(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.InlineFunctions$FindCandidateFunctions:<init>(Lcom/google/javascript/jscomp/InlineFunctions;)V NoneFix
com.google.javascript.jscomp.InlineFunctions$FindCandidateFunctions:<init>(Lcom/google/javascript/jscomp/InlineFunctions;Lcom/google/javascript/jscomp/InlineFunctions$1;)V NoneFix
com.google.javascript.jscomp.InlineFunctions$FindCandidateFunctions:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:referencesThis(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.InlineCostEstimator$CompiledSizeEstimator:<init>(I)V NoneFix
com.google.javascript.jscomp.InlineCostEstimator$CompiledSizeEstimator:add(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.InlineCostEstimator$CompiledSizeEstimator:addIdentifier(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.InlineCostEstimator$CompiledSizeEstimator:continueProcessing()Z NoneFix
com.google.javascript.jscomp.InlineCostEstimator$CompiledSizeEstimator:getCost()I NoneFix
com.google.javascript.jscomp.InlineCostEstimator$CompiledSizeEstimator:getLastChar()C NoneFix
com.google.javascript.jscomp.InlineCostEstimator:getCost(Lcom/google/javascript/rhino/Node;I)I NoneFix
com.google.javascript.jscomp.CodeConsumer:endSourceMapping(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CodeConsumer:startSourceMapping(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CodeGenerator:<init>(Lcom/google/javascript/jscomp/CodeConsumer;)V NoneFix
com.google.javascript.jscomp.ExpressionDecomposer$DecompositionState:<init>(Lcom/google/javascript/jscomp/ExpressionDecomposer$1;)V NoneFix
com.google.javascript.jscomp.ExpressionDecomposer:exposeExpression(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ExpressionDecomposer:findNonconditionalParent(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.FunctionToBlockMutator:addDummyAssignment(Lcom/google/javascript/rhino/Node;Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.MarkNoSideEffectCalls:definitionTypeContainsFunctionType(Lcom/google/javascript/jscomp/DefinitionsRemover$Definition;)Z NoneFix
com.google.javascript.jscomp.FunctionArgumentInjector:findModifiedParameters(Lcom/google/javascript/rhino/Node;)Ljava/util/Set; NoneFix
com.google.javascript.jscomp.MarkNoSideEffectCalls:access$200(Lcom/google/javascript/jscomp/DefinitionsRemover$Definition;)Z NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:normalizeLabels(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.RenameLabels$LabelNamespace:<init>()V NoneFix
com.google.javascript.jscomp.RenameLabels$LabelNamespace:<init>(Lcom/google/javascript/jscomp/RenameLabels$1;)V NoneFix
com.google.javascript.jscomp.RenameLabels$ProcessLabels:<init>(Lcom/google/javascript/jscomp/RenameLabels;)V NoneFix
com.google.javascript.jscomp.RenameLabels$ProcessLabels:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.RenameLabels$ProcessLabels:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.RenameLabels:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Compiler:reportChangeToEnclosingScope(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.InlineFunctions$NamedFunction:getFunctionNode()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.InlineFunctions$NamedFunction:getName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.NodeUtil:getFunctionBody(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.AstValidator:validateBreak(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:removeChild(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:isTryCatchNodeContainer(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.InlineFunctions$FunctionVar:getFunctionNode()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.InlineFunctions$FunctionVar:getName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.FunctionInjector$2:apply(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:isTryFinallyNode(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil$MatchNameNode:apply(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:containsType(Lcom/google/javascript/rhino/Node;I)Z NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:doStatementNormalizations(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.InlineFunctions$FunctionState:setInline(Z)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processBreakStatement(Lcom/google/javascript/rhino/head/ast/BreakStatement;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil:newVarNode(Ljava/lang/String;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.FunctionInjector:inlineReturnValue(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil:getFunctionParameters(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:copyInformationFromForTree(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.IR:exprResult(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.Compiler:getUniqueNameIdSupplier()Lcom/google/common/base/Supplier; NoneFix
com.google.javascript.jscomp.ExpressionDecomposer:isSafeAssign(Lcom/google/javascript/rhino/Node;Z)Z NoneFix
com.google.javascript.jscomp.Compiler:addToDebugLog(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.ExpressionDecomposer:isExpressionTreeUnsafe(Lcom/google/javascript/rhino/Node;Z)Z NoneFix
com.google.javascript.jscomp.DefinitionsRemover$IncompleteDefinition:getLValue()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.MarkNoSideEffectCalls:hasNoSideEffectsAnnotation(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.MarkNoSideEffectCalls:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:replaceChild(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.IR:assign(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.IR:isAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.ExpressionDecomposer:isConditionalOp(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:isSimpleOperatorType(I)Z NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:getReplacementName(Ljava/lang/String;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Compiler:getModuleGraph()Lcom/google/javascript/jscomp/JSModuleGraph; NoneFix
com.google.javascript.rhino.Node:propToString(I)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.NodeUtil:isExprCall(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node:getChildBefore(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:containsType(Lcom/google/javascript/rhino/Node;ILcom/google/common/base/Predicate;)Z NoneFix
com.google.javascript.jscomp.NodeUtil$MatchNodeType:apply(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:opToStrNoFail(I)Ljava/lang/String; NoneFix
com.google.javascript.rhino.Node$AncestorIterable$1:hasNext()Z NoneFix
com.google.javascript.rhino.Node$AncestorIterable$1:next()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node$AncestorIterable:access$002(Lcom/google/javascript/rhino/Node$AncestorIterable;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil$MatchNotFunction:apply(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder$UseSiteGatheringCallback:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder:access$400(Lcom/google/javascript/jscomp/SimpleDefinitionFinder;)Lcom/google/common/collect/Multimap; NoneFix
com.google.javascript.jscomp.UseSite:hashCode()I NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder:getDefinitionsReferencedAt(Lcom/google/javascript/rhino/Node;)Ljava/util/Collection; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$IncompleteDefinition:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.AstValidator:validateLabel(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.AstValidator:validateLabelName(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:getCompiler()Lcom/google/javascript/jscomp/AbstractCompiler; NoneFix
com.google.javascript.rhino.Node:addChildrenAfter(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:isLabelName()Z NoneFix
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:process(Lcom/google/javascript/rhino/head/ast/AstNode;)Ljava/lang/Object; NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder$DefinitionGatheringCallback:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder:getSimplifiedName(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder$UseSiteGatheringCallback:<init>(Lcom/google/javascript/jscomp/SimpleDefinitionFinder;Lcom/google/javascript/jscomp/SimpleDefinitionFinder$1;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.SimpleDefinitionFinder:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:addDeclaredName(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:incrementNameCount(Ljava/lang/String;)I NoneFix
com.google.javascript.rhino.Node:toString(Ljava/lang/StringBuilder;ZZZ)V NoneFix
com.google.javascript.jscomp.AstValidator:validateIf(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:opToStr(I)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.NodeUtil:isSimpleOperator(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node$StringNode:setString(Ljava/lang/String;)V NoneFix
com.google.javascript.rhino.Node:srcref(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:useSourceInfoFrom(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$NamedFunctionDefinition:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.CodingConventions$Proxy:isExported(Ljava/lang/String;)Z NoneFix
com.google.javascript.jscomp.GoogleCodingConvention:isExported(Ljava/lang/String;Z)Z NoneFix
com.google.javascript.jscomp.DefinitionsRemover$FunctionDefinition:getLValue()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$FunctionDefinition:getRValue()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$FunctionDefinition:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.rhino.Node:addChildAfter(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$VerifyConstants:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$VerifyConstants:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NoneFix
com.google.javascript.jscomp.Normalize$VerifyConstants:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:removeChild(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CodingConventions$Proxy:isExported(Ljava/lang/String;Z)Z NoneFix
com.google.javascript.jscomp.CodingConventions$DefaultCodingConvention:isExported(Ljava/lang/String;Z)Z NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:normalizeFunctionDeclaration(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:<init>(Lcom/google/common/collect/Multiset;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:forChildScope()Lcom/google/javascript/jscomp/MakeDeclaredNamesUnique$Renamer; NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.rhino.Node:addChildrenToBack(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.AstValidator:validateParameters(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:isOnlyModifiesArgumentsCall()Z NoneFix
com.google.javascript.jscomp.NodeUtil:precedenceWithDefault(I)I NoneFix
com.google.javascript.rhino.Node:isEquivalentTo(Lcom/google/javascript/rhino/Node;ZZZ)Z NoneFix
com.google.javascript.rhino.Node:getSideEffectFlags()I NoneFix
com.google.javascript.jscomp.NodeUtil:isConstantName(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processLabel(Lcom/google/javascript/rhino/head/ast/Label;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processLabeledStatement(Lcom/google/javascript/rhino/head/ast/LabeledStatement;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.Normalize:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$DuplicateDeclarationHandler:<init>(Lcom/google/javascript/jscomp/Normalize;Lcom/google/javascript/jscomp/Normalize$1;)V NoneFix
com.google.javascript.jscomp.Normalize$FindExposeAnnotations:access$100(Lcom/google/javascript/jscomp/Normalize$FindExposeAnnotations;)Ljava/util/Set; NoneFix
com.google.javascript.jscomp.Normalize$PropagateConstantAnnotationsOverVars:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NoneFix
com.google.javascript.jscomp.Normalize$PropagateConstantAnnotationsOverVars:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize$ScopeTicklingCallback:<init>(Lcom/google/javascript/jscomp/Normalize;Lcom/google/javascript/jscomp/Normalize$1;)V NoneFix
com.google.javascript.jscomp.Normalize$ScopeTicklingCallback:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.Normalize$ScopeTicklingCallback:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.Normalize$ScopeTicklingCallback:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Normalize:removeDuplicateDeclarations(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:reserveName(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.AbstractCompiler$LifeCycleStage:isNormalizedObfuscated()Z NoneFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:getReplacementName(Ljava/lang/String;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.NodeTraversal:traverseRoots([Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:<init>()V NoneFix
com.google.javascript.rhino.Node:isCatch()Z NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:findDeclaredNames(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/MakeDeclaredNamesUnique$Renamer;)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:<init>(Lcom/google/javascript/jscomp/MakeDeclaredNamesUnique$Renamer;)V NoneFix
com.google.javascript.jscomp.NodeUtil:getBestJSDocInfo(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.AstValidator:validateExpression(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:toStringTreeHelper(Lcom/google/javascript/rhino/Node;ILjava/lang/Appendable;)V NoneFix
com.google.javascript.jscomp.Scope$Var:getJSDocInfo()Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.AbstractCompiler:getLifeCycleStage()Lcom/google/javascript/jscomp/AbstractCompiler$LifeCycleStage; NoneFix
com.google.javascript.jscomp.AstValidator:validateBlock(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:getModule()Lcom/google/javascript/jscomp/JSModule; NoneFix
com.google.javascript.jscomp.CompilerInput:getModule()Lcom/google/javascript/jscomp/JSModule; NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processIfStatement(Lcom/google/javascript/rhino/head/ast/IfStatement;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:removeFirstChild()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:addChildBefore(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:annotateCalls(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:isVarDeclaration(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node:isHook()Z NoneFix
com.google.javascript.jscomp.NodeUtil:mtocHelper(Ljava/util/Map;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:isAnd()Z NoneFix
com.google.javascript.rhino.Node:isOr()Z NoneFix
com.google.javascript.jscomp.DefinitionsRemover$VarDefinition:getLValue()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$VarDefinition:getRValue()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$VarDefinition:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:getUniqueName(Ljava/lang/String;I)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique$ContextualRenamer:stripConstIfReplaced()Z NoneFix
com.google.javascript.rhino.IR:var(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.AstValidator:validateBinaryOp(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CodeConsumer:maybeInsertSpace()V NoneFix
com.google.javascript.jscomp.NodeUtil:isAssignmentOp(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node$NumberNode:<init>(D)V NoneFix
com.google.javascript.rhino.Node:isThis()Z NoneFix
com.google.javascript.rhino.Node:children()Ljava/lang/Iterable; NoneFix
com.google.javascript.jscomp.NodeUtil:isForIn(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator:scanRoot(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node$SiblingNodeIterable:<init>(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node$SiblingNodeIterable:hasNext()Z NoneFix
com.google.javascript.rhino.Node$SiblingNodeIterable:iterator()Ljava/util/Iterator; NoneFix
com.google.javascript.rhino.Node$SiblingNodeIterable:next()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil$2:visit(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:verifyScopeChanges(Ljava/util/Map;Lcom/google/javascript/rhino/Node;ZLcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.NodeUtil:visitPreOrder(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/NodeUtil$Visitor;Lcom/google/common/base/Predicate;)V NoneFix
com.google.javascript.rhino.Node:isTry()Z NoneFix
com.google.javascript.rhino.Node:isReturn()Z NoneFix
com.google.javascript.jscomp.LineNumberCheck:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.rhino.Node:isFor()Z NoneFix
com.google.javascript.rhino.Node:detachFromParent()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil:mapMainToClone(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Ljava/util/Map; NoneFix
com.google.javascript.rhino.Node:getChildAtIndex(I)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DefinitionsRemover$UnknownDefinition:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.NodeUtil:isControlStructure(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:isLatin(Ljava/lang/String;)Z NoneFix
com.google.javascript.rhino.Node:cloneTree()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transformBlock(Lcom/google/javascript/rhino/head/ast/AstNode;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.AstValidator:validateNumber(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processFunctionNode(Lcom/google/javascript/rhino/head/ast/FunctionNode;)Lcom/google/javascript/rhino/Node; NoneFix
