com.google.javascript.jscomp.CommandLineRunner:createOptions()Lcom/google/javascript/jscomp/CompilerOptions; CleanFix
com.google.javascript.jscomp.ControlFlowGraph:isEnteringNewCfgNode(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node:isQualifiedName()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:parseTypeName(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:recordTypeNode(IILcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:markTypeNode(Lcom/google/javascript/rhino/Node;IIIIZ)V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.JSDocInfo:hasBaseType()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:newStringNode(Ljava/lang/String;II)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.JSDocInfo:hasReturnType()Z NoneFix
com.google.javascript.rhino.JSDocInfo:getBaseType()Lcom/google/javascript/rhino/JSTypeExpression; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$AnnotatedLinkedDirectedGraphNode:getAnnotation()Lcom/google/javascript/jscomp/graph/Annotation; NoneFix
com.google.javascript.rhino.JSDocInfo:hasThisType()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:createJSTypeExpression(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/JSTypeExpression; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:computeFollowNode(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/ControlFlowAnalysis;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node$NumberNode:<init>(D)V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;ZZ)V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:createEdge(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/ControlFlowGraph$Branch;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:getCfg()Lcom/google/javascript/jscomp/ControlFlowGraph; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.graph.DiGraph:isConnected(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Z NoneFix
com.google.javascript.jscomp.graph.Graph:connectIfNotFound(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)V NoneFix
com.google.javascript.rhino.Node:isThis()Z NoneFix
com.google.javascript.jscomp.ControlFlowGraph:<init>(Ljava/lang/Object;ZZ)V NoneFix
com.google.javascript.jscomp.ControlFlowGraph:getEntry()Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.jscomp.ControlFlowGraph:getImplicitReturn()Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getDirectedSuccNodes(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:computeFallThrough(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.DiagnosticGroup:isSubGroup(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$AnnotatedLinkedDirectedGraphNode:<init>(Ljava/lang/Object;)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:getSourceName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.Compiler:getOptions()Lcom/google/javascript/jscomp/CompilerOptions; NoneFix
com.google.javascript.rhino.Node:isSyntheticBlock()Z NoneFix
com.google.javascript.jscomp.DiagnosticType:hashCode()I NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:isConnectedInDirection(Ljava/lang/Object;Lcom/google/common/base/Predicate;Ljava/lang/Object;)Z NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator:scanRoot(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:isConnectedInDirection(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Z NoneFix
com.google.javascript.rhino.JSDocInfo:isConstructor()Z NoneFix
com.google.javascript.rhino.JSDocInfo:isInterface()Z NoneFix
com.google.javascript.rhino.Node:isTry()Z NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge:getValue()Ljava/lang/Object; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge:getDestination()Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge:<init>(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;Ljava/lang/Object;Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)V NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode:getInEdges()Ljava/util/List; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:connect(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)V NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getNode(Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/GraphNode; NoneFix
com.google.javascript.jscomp.graph.Graph:getNodeOrFail(Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/GraphNode; NoneFix
com.google.javascript.jscomp.ComposeWarningsGuard:enables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NoneFix
com.google.javascript.jscomp.DiagnosticGroupWarningsGuard:disables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NoneFix
com.google.javascript.jscomp.parsing.IRFactory:maybeInjectCastNode(Lcom/google/javascript/rhino/head/ast/AstNode;Lcom/google/javascript/rhino/JSDocInfo;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transform(Lcom/google/javascript/rhino/head/ast/AstNode;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getDirectedGraphNodes()Ljava/lang/Iterable; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:handleJsDoc(Lcom/google/javascript/rhino/head/ast/AstNode;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:handlePossibleFileOverviewJsDoc(Lcom/google/javascript/jscomp/parsing/JsDocInfoParser;)Z NoneFix
com.google.javascript.jscomp.parsing.IRFactory:createJsDocInfoParser(Lcom/google/javascript/rhino/head/ast/Comment;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/jscomp/parsing/JsDocInfoParser; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:setFileOverviewJSDocInfo(Lcom/google/javascript/rhino/JSDocInfo;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transformTree(Lcom/google/javascript/rhino/head/ast/AstRoot;Lcom/google/javascript/rhino/jstype/StaticSourceFile;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/rhino/head/ErrorReporter;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:getFileOverviewJSDocInfo()Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processFunctionNode(Lcom/google/javascript/rhino/head/ast/FunctionNode;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:createNode(Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/GraphNode; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode:getOutEdges()Ljava/util/List; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:createDirectedGraphNode(Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getDirectedGraphNode(Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.jscomp.graph.DiGraph:<init>()V NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:<init>(ZZ)V NoneFix
com.google.javascript.rhino.Node:setJSDocInfo(Lcom/google/javascript/rhino/JSDocInfo;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.graph.Graph:<init>()V NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator:scanVars(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:traverseFunction(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.JSDocInfo:hasFileOverview()Z NoneFix
com.google.javascript.jscomp.Compiler:stopTracer(Lcom/google/javascript/jscomp/Tracer;Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.DependencyOptions:needsManagement()Z NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:populateDefaults(Lcom/google/javascript/rhino/JSDocInfo;)V NoneFix
com.google.javascript.jscomp.RecentChange:hasCodeChanged()Z NoneFix
com.google.javascript.jscomp.Tracer$1:currentTimeMillis()J NoneFix
com.google.javascript.jscomp.Tracer$ThreadTrace:isInitialized()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:retrieveAndResetParsedJSDocInfo()Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:isPopulated()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:checkExtendedTypes(Ljava/util/List;)V NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:build(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.BasicErrorManager:getWarningCount()I NoneFix
com.google.javascript.rhino.JSDocInfo:getVisibility()Lcom/google/javascript/rhino/JSDocInfo$Visibility; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser$ErrorReporterParser:<init>(Lcom/google/javascript/jscomp/parsing/JsDocInfoParser;Lcom/google/javascript/jscomp/parsing/JsDocInfoParser$1;)V NoneFix
com.google.javascript.jscomp.NodeUtil:isStatementParent(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeTraversal:traverseRoots(Ljava/util/List;)V NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator:createScope(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/Scope;)Lcom/google/javascript/jscomp/Scope; NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processPropertyGet(Lcom/google/javascript/rhino/head/ast/PropertyGet;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.Scope:<init>(Lcom/google/javascript/jscomp/Scope;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:getInput()Lcom/google/javascript/jscomp/CompilerInput; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transformNameAsString(Lcom/google/javascript/rhino/head/ast/Name;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeTraversal:getScopeRoot()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil:isFunctionDeclaration(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.Scope:getRootNode()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeTraversal:popScope()V NoneFix
com.google.javascript.jscomp.NodeTraversal:pushScope(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Scope:getVar(Ljava/lang/String;)Lcom/google/javascript/jscomp/Scope$Var; NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator:declareVar(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:getScope()Lcom/google/javascript/jscomp/Scope; NoneFix
com.google.javascript.jscomp.NodeTraversal:inGlobalScope()Z NoneFix
com.google.javascript.jscomp.NodeTraversal:getScopeDepth()I NoneFix
com.google.javascript.jscomp.Scope:declare(Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/jscomp/CompilerInput;)Lcom/google/javascript/jscomp/Scope$Var; NoneFix
com.google.javascript.jscomp.Scope:isDeclared(Ljava/lang/String;Z)Z NoneFix
com.google.javascript.jscomp.Scope:isLocal()Z NoneFix
com.google.javascript.jscomp.Scope:getParent()Lcom/google/javascript/jscomp/Scope; NoneFix
com.google.javascript.jscomp.Scope$Var:<init>(ZLjava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/jscomp/Scope;ILcom/google/javascript/jscomp/CompilerInput;)V NoneFix
com.google.javascript.jscomp.Scope:declare(Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/jscomp/CompilerInput;Z)Lcom/google/javascript/jscomp/Scope$Var; NoneFix
com.google.javascript.jscomp.Compiler:getInput(Lcom/google/javascript/rhino/InputId;)Lcom/google/javascript/jscomp/CompilerInput; NoneFix
com.google.javascript.jscomp.Scope:<init>(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.NodeUtil:isControlStructure(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:annotateDispatchers(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal$AbstractPostOrderCallback:<init>()V NoneFix
com.google.javascript.jscomp.NodeUtil:isStatementBlock(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node:isString()Z NoneFix
com.google.javascript.jscomp.parsing.IRFactory:newNode(ILcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:<init>(ILcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:<init>(ILcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Compiler:initBasedOnOptions()V NoneFix
com.google.javascript.rhino.Node:getIntProp(I)I NoneFix
com.google.javascript.jscomp.NodeUtil:getInputId(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/InputId; NoneFix
com.google.javascript.jscomp.Compiler:getErrorCount()I NoneFix
com.google.javascript.rhino.InputId:hashCode()I NoneFix
com.google.javascript.rhino.Node:getChildCount()I NoneFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:<init>()V NoneFix
com.google.javascript.jscomp.PrepareAst:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node$IntPropListItem:chain(Lcom/google/javascript/rhino/Node$PropListItem;)Lcom/google/javascript/rhino/Node$PropListItem; NoneFix
com.google.javascript.jscomp.Compiler:acceptConstKeyword()Z NoneFix
com.google.javascript.jscomp.Compiler:getDefaultErrorReporter()Lcom/google/javascript/rhino/head/ErrorReporter; NoneFix
com.google.javascript.jscomp.Compiler:setOldParseTree(Ljava/lang/String;Lcom/google/javascript/rhino/head/ast/AstRoot;)V NoneFix
com.google.javascript.rhino.Node:getSourceFileName()Ljava/lang/String; NoneFix
com.google.javascript.rhino.jstype.AllType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.BooleanType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.FunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/TemplateTypeMap;)V NoneFix
com.google.javascript.rhino.jstype.JSTypeNative:values()[Lcom/google/javascript/rhino/jstype/JSTypeNative; NoneFix
com.google.javascript.rhino.jstype.NoResolvedType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.NoType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.NullType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.NumberType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.StringType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.ValueType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.VoidType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator$DefaultRedeclarationHandler:<init>(Lcom/google/javascript/jscomp/SyntacticScopeCreator;Lcom/google/javascript/jscomp/SyntacticScopeCreator$1;)V NoneFix
com.google.javascript.jscomp.CompilerOptions:setWarningLevel(Lcom/google/javascript/jscomp/DiagnosticGroup;Lcom/google/javascript/jscomp/CheckLevel;)V NoneFix
com.google.javascript.jscomp.SourceFile$Builder:<init>()V NoneFix
com.google.javascript.jscomp.SourceFile:access$000(Lcom/google/javascript/jscomp/SourceFile;Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.ComposeWarningsGuard:addGuard(Lcom/google/javascript/jscomp/WarningsGuard;)V NoneFix
com.google.javascript.jscomp.DiagnosticGroups:getRegisteredGroups()Ljava/util/Map; NoneFix
com.google.javascript.jscomp.SuppressDocWarningsGuard:<init>(Ljava/util/Map;)V NoneFix
com.google.javascript.jscomp.SuppressDocWarningsGuard:getPriority()I NoneFix
com.google.javascript.jscomp.LightweightMessageFormatter:<init>(Lcom/google/javascript/jscomp/SourceExcerptProvider;Lcom/google/javascript/jscomp/SourceExcerptProvider$SourceExcerpt;)V NoneFix
com.google.javascript.jscomp.DiagnosticGroups:<init>()V NoneFix
com.google.javascript.rhino.Node:lookupProperty(I)Lcom/google/javascript/rhino/Node$PropListItem; NoneFix
com.google.javascript.jscomp.Compiler$4:<init>(Lcom/google/javascript/jscomp/Compiler;Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.Compiler:<init>(Ljava/io/PrintStream;)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter$NewRhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter$NewRhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/RhinoErrorReporter$1;)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter$OldRhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter$OldRhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/RhinoErrorReporter$1;)V NoneFix
com.google.javascript.jscomp.RhinoErrorReporter:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/RhinoErrorReporter$1;)V NoneFix
com.google.javascript.jscomp.AbstractMessageFormatter:setColorize(Z)V NoneFix
com.google.javascript.jscomp.CompilerOptions:<init>()V NoneFix
com.google.javascript.jscomp.WarningsGuard:<init>()V NoneFix
com.google.javascript.jscomp.CodingConventions$DefaultCodingConvention:<init>(Lcom/google/javascript/jscomp/CodingConventions$1;)V NoneFix
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:<init>()V NoneFix
com.google.javascript.rhino.Node:setLineno(I)V NoneFix
com.google.javascript.rhino.Node:getLineno()I NoneFix
com.google.javascript.rhino.Node:clonePropsFrom(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$000(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$WarningGuardSpec; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1000(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1100(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1200(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Lcom/google/javascript/jscomp/CompilerOptions$DevMode; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1300(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Lcom/google/javascript/jscomp/CodingConvention; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1400(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)I NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1500(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1600(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1700(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1800(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1900(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2000(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Lcom/google/javascript/jscomp/SourceMap$DetailLevel; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2100(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Lcom/google/javascript/jscomp/SourceMap$Format; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2200(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2300(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2400(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2500(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2600(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2700(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2800(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2900(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$3000(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$3100(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Lcom/google/javascript/jscomp/CompilerOptions$TracerMode; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$3400(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$3500(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$3600(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$3700(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$3900(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$400(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$4500(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$500(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$600(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Lcom/google/javascript/jscomp/CompilerOptions$TweakProcessing; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$700(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$800(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Z NoneFix
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator:<init>()V NoneFix
com.google.javascript.jscomp.CheckUnreachableCode$ReachablePredicate:<init>(Lcom/google/javascript/jscomp/CheckUnreachableCode;Lcom/google/javascript/jscomp/CheckUnreachableCode$1;)V NoneFix
